question,difficulty,topics,link,frequency,acceptance
Flatten Deeply Nested Array,MEDIUM,,https://leetcode.com/problems/flatten-deeply-nested-array,46.7,0.6443499752842314
LFU Cache,HARD,"Hash Table, Linked List, Design, Doubly-Linked List",https://leetcode.com/problems/lfu-cache,46.7,0.4660898637811462
3Sum,MEDIUM,"Array, Two Pointers, Sorting",https://leetcode.com/problems/3sum,46.7,0.3707096047813656
Longest Consecutive Sequence,MEDIUM,"Array, Hash Table, Union Find",https://leetcode.com/problems/longest-consecutive-sequence,46.7,0.4704083978489664
Meeting Rooms II,MEDIUM,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum",https://leetcode.com/problems/meeting-rooms-ii,37.9,0.5214162081616772
Squares of a Sorted Array,EASY,"Array, Two Pointers, Sorting",https://leetcode.com/problems/squares-of-a-sorted-array,37.9,0.7321924114088272
Course Schedule,MEDIUM,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",https://leetcode.com/problems/course-schedule,37.9,0.4923432405366955
Search a 2D Matrix II,MEDIUM,"Array, Binary Search, Divide and Conquer, Matrix",https://leetcode.com/problems/search-a-2d-matrix-ii,37.9,0.5522251243876155
Maximum Profit in Job Scheduling,HARD,"Array, Binary Search, Dynamic Programming, Sorting",https://leetcode.com/problems/maximum-profit-in-job-scheduling,37.9,0.5441735043380527
Spiral Matrix,MEDIUM,"Array, Matrix, Simulation",https://leetcode.com/problems/spiral-matrix,37.9,0.5393976057408939
Flatten Binary Tree to Linked List,MEDIUM,"Linked List, Stack, Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/flatten-binary-tree-to-linked-list,37.9,0.6851012546095053
Find Median from Data Stream,HARD,"Two Pointers, Design, Sorting, Heap (Priority Queue), Data Stream",https://leetcode.com/problems/find-median-from-data-stream,37.9,0.5327813617707072
Find Pivot Index,EASY,"Array, Prefix Sum",https://leetcode.com/problems/find-pivot-index,37.9,0.6057029910807422
Path Sum,EASY,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/path-sum,37.9,0.5300469853162927
Maximum Product Subarray,MEDIUM,"Array, Dynamic Programming",https://leetcode.com/problems/maximum-product-subarray,37.9,0.3494162852551506
Lexicographically Smallest Palindrome,EASY,"Two Pointers, String, Greedy",https://leetcode.com/problems/lexicographically-smallest-palindrome,37.9,0.7942312085903587
Maximum Population Year,EASY,"Array, Counting, Prefix Sum",https://leetcode.com/problems/maximum-population-year,37.9,0.6267903102222048
Min Stack,MEDIUM,"Stack, Design",https://leetcode.com/problems/min-stack,37.9,0.5644511757883331
Word Search II,HARD,"Array, String, Backtracking, Trie, Matrix",https://leetcode.com/problems/word-search-ii,37.9,0.3732633211647155
Delete Node in a Linked List,MEDIUM,Linked List,https://leetcode.com/problems/delete-node-in-a-linked-list,37.9,0.8231559199073729
Minimum Window Substring,HARD,"Hash Table, String, Sliding Window",https://leetcode.com/problems/minimum-window-substring,37.9,0.4535070101132958
First Unique Character in a String,EASY,"Hash Table, String, Queue, Counting",https://leetcode.com/problems/first-unique-character-in-a-string,37.9,0.6369549089916232
Maximum Frequency Stack,HARD,"Hash Table, Stack, Design, Ordered Set",https://leetcode.com/problems/maximum-frequency-stack,37.9,0.6620493032659615
Invalid Transactions,MEDIUM,"Array, Hash Table, String, Sorting",https://leetcode.com/problems/invalid-transactions,37.9,0.3127080304862309
Container With Most Water,MEDIUM,"Array, Two Pointers, Greedy",https://leetcode.com/problems/container-with-most-water,37.9,0.5778283755661647
Process Tasks Using Servers,MEDIUM,"Array, Heap (Priority Queue)",https://leetcode.com/problems/process-tasks-using-servers,37.9,0.4114853370058328
Find Peak Element,MEDIUM,"Array, Binary Search",https://leetcode.com/problems/find-peak-element,37.9,0.4650922923947054
Intersection of Two Arrays,EASY,"Array, Hash Table, Two Pointers, Binary Search, Sorting",https://leetcode.com/problems/intersection-of-two-arrays,37.9,0.7647431845238689
Find Minimum in Rotated Sorted Array,MEDIUM,"Array, Binary Search",https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,37.9,0.5264826307240257
Minimum Number of Removals to Make Mountain Array,HARD,"Array, Binary Search, Dynamic Programming, Greedy",https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array,37.9,0.5493114414333047
Divide Players Into Teams of Equal Skill,MEDIUM,"Array, Hash Table, Two Pointers, Sorting",https://leetcode.com/problems/divide-players-into-teams-of-equal-skill,37.9,0.6892726777444839
Jump Game II,MEDIUM,"Array, Dynamic Programming, Greedy",https://leetcode.com/problems/jump-game-ii,37.9,0.415032966531176
Number of Substrings Containing All Three Characters,MEDIUM,"Hash Table, String, Sliding Window",https://leetcode.com/problems/number-of-substrings-containing-all-three-characters,37.9,0.7317127949967176
First Missing Positive,HARD,"Array, Hash Table",https://leetcode.com/problems/first-missing-positive,37.9,0.4108465766394882
Merge In Between Linked Lists,MEDIUM,Linked List,https://leetcode.com/problems/merge-in-between-linked-lists,37.9,0.8230365933376913
Design Twitter,MEDIUM,"Hash Table, Linked List, Design, Heap (Priority Queue)",https://leetcode.com/problems/design-twitter,37.9,0.4265219380138987
